LeaseCompId,PropertyId,PropertyName,Address.DeliveryAddress,Address.Locality,Address.Subdivision,Address.PostalCode,Address.County,Market,Submarket,full_address_std,match,matched_address,latitude,longitude,state_fips,county_fips,census_tract,census_block,geoid,tie_matched_addresses,tie_latitudes,tie_longitudes,tie_geoids
167100221.0,36156.0,,445 Bush St,San Francisco,CA,94108.0,San Francisco,San Francisco,Union Square,"445 BUSH ST, SAN FRANCISCO, CA 94108, UNITED STATES",Match,"445 BUSH ST, SAN FRANCISCO, CA, 94108",37.790605443645,-122.40482595485,6.0,75.0,11700.0,4006.0,60750117004006.0,,,,
162545361.0,36157.0,New Montgomery Tower,33 New Montgomery St,San Francisco,CA,94105.0,San Francisco,San Francisco,South Financial District,"33 NEW MONTGOMERY ST, SAN FRANCISCO, CA 94105, UNITED STATES",Match,"33 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.788385982616,-122.401551340392,6.0,75.0,61501.0,3000.0,60750615013000.0,,,,
70221222.0,36158.0,115 Sansome St,115 Sansome St,San Francisco,CA,94104.0,San Francisco,San Francisco,Financial District,"115 SANSOME ST, SAN FRANCISCO, CA 94104, UNITED STATES",Match,"115 SANSOME ST, SAN FRANCISCO, CA, 94104",37.79134015316,-122.400849543769,6.0,75.0,11700.0,2018.0,60750117002018.0,,,,
133318191.0,36159.0,Second Street Square,501 2nd St,San Francisco,CA,94107.0,San Francisco,San Francisco,Rincon/South Beach,"501 2ND ST, SAN FRANCISCO, CA 94107, UNITED STATES",Match,"501 2ND ST, SAN FRANCISCO, CA, 94107",37.782822132351,-122.3931927709,6.0,75.0,61508.0,3001.0,60750615083001.0,,,,
70087748.0,36160.0,,110 Sutter St,San Francisco,CA,94104.0,San Francisco,San Francisco,Financial District,"110 SUTTER ST, SAN FRANCISCO, CA 94104, UNITED STATES",Match,"110 SUTTER ST, SAN FRANCISCO, CA, 94104",37.790032198344,-122.402722356458,6.0,75.0,11700.0,4003.0,60750117004003.0,,,,
204571941.0,36161.0,,1033-1045 Market St,San Francisco,CA,94103.0,San Francisco,San Francisco,MidMarket,"1033 MARKET ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"1033 MARKET ST, SAN FRANCISCO, CA, 94103",37.781542566075,-122.410915137303,6.0,75.0,17604.0,3000.0,60750176043000.0,,,,
70054428.0,36162.0,,710 Market St,San Francisco,CA,94102.0,San Francisco,San Francisco,Union Square,"710 MARKET ST, SAN FRANCISCO, CA 94102, UNITED STATES",No_Match,,,,,,,,,,,,
70017739.0,36163.0,Lululemon,327-333 Grant Ave,San Francisco,CA,94108.0,San Francisco,San Francisco,Union Square,"327 GRANT AVE, SAN FRANCISCO, CA 94108, UNITED STATES",Match,"327 GRANT AVE, SAN FRANCISCO, CA, 94108",37.790124231331,-122.40558264685,6.0,75.0,11700.0,4007.0,60750117004007.0,,,,
70225712.0,36164.0,,50 Mendell St,San Francisco,CA,94124.0,San Francisco,San Francisco,Bayview/Hunters Point,"50 MENDELL ST, SAN FRANCISCO, CA 94124, UNITED STATES",Match,"50 MENDELL ST, SAN FRANCISCO, CA, 94124",37.743513200775,-122.383497981949,6.0,75.0,980900.0,1023.0,60759809001023.0,,,,
10617690.0,36165.0,,1155 Mission St,San Francisco,CA,94103.0,San Francisco,San Francisco,MidMarket,"1155 MISSION ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"1155 MISSION ST, SAN FRANCISCO, CA, 94103",37.778223970322,-122.41208826784,6.0,75.0,17603.0,2000.0,60750176032000.0,,,,
160687971.0,36167.0,Schroeder Bldg,234-240 Front St,San Francisco,CA,94111.0,San Francisco,San Francisco,Financial District,"234 FRONT ST, SAN FRANCISCO, CA 94111, UNITED STATES",Match,"234 FRONT ST, SAN FRANCISCO, CA, 94111",37.793956993425,-122.398828999717,6.0,75.0,11700.0,2001.0,60750117002001.0,,,,
70434154.0,36168.0,,930 Alabama St,San Francisco,CA,94110.0,San Francisco,San Francisco,Mission/Potrero,"930 ALABAMA ST, SAN FRANCISCO, CA 94110, UNITED STATES",Match,"930 ALABAMA ST, SAN FRANCISCO, CA, 94110",37.756971180914,-122.411449100112,6.0,75.0,22803.0,2004.0,60750228032004.0,,,,
110060542.0,36170.0,Bayview Bank,4610 Mission St,San Francisco,CA,94112.0,San Francisco,San Francisco,Southern City,"4610 MISSION ST, SAN FRANCISCO, CA 94112, UNITED STATES",Match,"4610 MISSION ST, SAN FRANCISCO, CA, 94112",37.724445235502,-122.435061761807,6.0,75.0,25501.0,3003.0,60750255013003.0,,,,
11028496.0,36171.0,Los Portales Medical Center,2480-2482 Mission St,San Francisco,CA,94110.0,San Francisco,San Francisco,Mission/Potrero,"2480 MISSION ST, SAN FRANCISCO, CA 94110, UNITED STATES",Match,"2480 MISSION ST, SAN FRANCISCO, CA, 94110",37.757362455146,-122.419004123793,6.0,75.0,20801.0,2002.0,60750208012002.0,,,,
111180421.0,36178.0,,4596 Mission St,San Francisco,CA,94112.0,San Francisco,San Francisco,Southern City,"4596 MISSION ST, SAN FRANCISCO, CA 94112, UNITED STATES",Match,"4596 MISSION ST, SAN FRANCISCO, CA, 94112",37.724662130405,-122.434897578795,6.0,75.0,25501.0,3002.0,60750255013002.0,,,,
70284729.0,36180.0,,1145 Bush St,San Francisco,CA,94109.0,San Francisco,San Francisco,Van Ness/Chinatown,"1145 BUSH ST, SAN FRANCISCO, CA 94109, UNITED STATES",Match,"1145 BUSH ST, SAN FRANCISCO, CA, 94109",37.789169804192,-122.416088496408,6.0,75.0,12001.0,2000.0,60750120012000.0,,,,
114212146.0,36185.0,,2301-2323 Noriega St,San Francisco,CA,94122.0,San Francisco,San Francisco,Southern City,"2301 NORIEGA ST, SAN FRANCISCO, CA 94122, UNITED STATES",Match,"2301 NORIEGA ST, SAN FRANCISCO, CA, 94122",37.753656782782,-122.48833176161,6.0,75.0,32902.0,2002.0,60750329022002.0,,,,
10787803.0,36186.0,,926 Taraval St,San Francisco,CA,94116.0,San Francisco,San Francisco,Southern City,"926 TARAVAL ST, SAN FRANCISCO, CA 94116, UNITED STATES",Match,"926 TARAVAL ST, SAN FRANCISCO, CA, 94116",37.743095863695,-122.47603998557,6.0,75.0,32801.0,2000.0,60750328012000.0,,,,
10721647.0,36188.0,,1746-1750 Union St,San Francisco,CA,94123.0,San Francisco,San Francisco,West of Van Ness,"1746 UNION ST, SAN FRANCISCO, CA 94123, UNITED STATES",Match,"1746 UNION ST, SAN FRANCISCO, CA, 94123",37.798090919247,-122.428057054693,6.0,75.0,13001.0,2000.0,60750130012000.0,,,,
112081931.0,36868.0,Waterfront Plaza,500 Airport Blvd,Burlingame,CA,94010.0,San Mateo,San Francisco,Burlingame,"500 AIRPORT BLVD, BURLINGAME, CA 94010, UNITED STATES",Match,"500 AIRPORT BLVD, BURLINGAME, CA, 94010",37.589408078956,-122.342629895648,6.0,81.0,605400.0,5006.0,60816054005006.0,,,,
123559801.0,36870.0,Building A,350 Demeter St,East Palo Alto,CA,94303.0,San Mateo,San Francisco,Menlo Park,"350 DEMETER ST, EAST PALO ALTO, CA 94303, UNITED STATES",Match,"350 DEMETER ST, EAST PALO ALTO, CA, 94303",37.476871393951,-122.134161706643,6.0,81.0,611800.0,1008.0,60816118001008.0,,,,
111992434.0,36871.0,,500 Allerton St,Redwood City,CA,94063.0,San Mateo,San Francisco,Redwood City,"500 ALLERTON ST, REDWOOD CITY, CA 94063, UNITED STATES",Match,"500 ALLERTON ST, REDWOOD CITY, CA, 94063",37.488522999792,-122.231384910114,6.0,81.0,610202.0,2021.0,60816102022021.0,,,,
70210711.0,36874.0,,112 S B St,San Mateo,CA,94401.0,San Mateo,San Francisco,San Mateo,"112 S B ST, SAN MATEO, CA 94401, UNITED STATES",Match,"112 S B ST, SAN MATEO, CA, 94401",37.566884036789,-122.323998565829,6.0,81.0,606300.0,3012.0,60816063003012.0,,,,
70385334.0,36877.0,,92 E 21st Ave,San Mateo,CA,94403.0,San Mateo,San Francisco,San Mateo,"92 E 21ST AVE, SAN MATEO, CA 94403, UNITED STATES",Match,"92 E 21ST AVE, SAN MATEO, CA, 94403",37.548391305862,-122.307710363546,6.0,81.0,607500.0,2028.0,60816075002028.0,,,,
111253502.0,36878.0,,400-410 Forbes Blvd,South San Francisco,CA,94080.0,San Mateo,San Francisco,South San Francisco,"400 FORBES BLVD, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES",Match,"400 FORBES BLVD, SOUTH SAN FRANCISCO, CA, 94080",37.656648767978,-122.393516252151,6.0,81.0,602300.0,2031.0,60816023002031.0,,,,
197051901.0,36881.0,,261 California Dr,Burlingame,CA,94010.0,San Mateo,San Francisco,Burlingame,"261 CALIFORNIA DR, BURLINGAME, CA 94010, UNITED STATES",Match,"261 CALIFORNIA DR, BURLINGAME, CA, 94010",37.579357284452,-122.344818980343,6.0,81.0,605502.0,1002.0,60816055021002.0,,,,
112612466.0,36888.0,Glenborough Rollins,1625-1635 Rollins Rd,Burlingame,CA,94010.0,San Mateo,San Francisco,Burlingame,"1625 ROLLINS RD, BURLINGAME, CA 94010, UNITED STATES",Match,"1625 ROLLINS RD, BURLINGAME, CA, 94010",37.595023874822,-122.374483477827,6.0,81.0,605100.0,2013.0,60816051002013.0,,,,
170067741.0,36889.0,Genesis SSF - North Tower,2 Tower Pl,South San Francisco,CA,94080.0,San Mateo,San Francisco,South San Francisco,"2 TOWER PL, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES",No_Match,,,,,,,,,,,,
113495797.0,36891.0,,5550-5560 Coast Hwy,Pacifica,CA,94044.0,San Mateo,San Francisco,Peninsula Coastline,"5550 COAST HWY, PACIFICA, CA 94044, UNITED STATES",Match,"5550 COAST HWY, PACIFICA, CA, 94044",37.594190568762,-122.50572507781,6.0,81.0,603200.0,4009.0,60816032004009.0,,,,
10004702.0,36895.0,,605 Middlefield Rd,Redwood City,CA,94063.0,San Mateo,San Francisco,Redwood City,"605 MIDDLEFIELD RD, REDWOOD CITY, CA 94063, UNITED STATES",Match,"605 MIDDLEFIELD RD, REDWOOD CITY, CA, 94063",37.488485557977,-122.229208008604,6.0,81.0,610202.0,2025.0,60816102022025.0,,,,
122856381.0,36899.0,,1007-1039 Terra Nova Blvd,Pacifica,CA,94044.0,San Mateo,San Francisco,Peninsula Coastline,"1007 TERRA NOVA BLVD, PACIFICA, CA 94044, UNITED STATES",Match,"1007 TERRA NOVA BLVD, PACIFICA, CA, 94044",37.583455928457,-122.474284803595,6.0,81.0,603300.0,2007.0,60816033002007.0,,,,
123661061.0,36901.0,Baldwin Bldg,201 Baldwin Ave,San Mateo,CA,94401.0,San Mateo,San Francisco,San Mateo,"201 BALDWIN AVE, SAN MATEO, CA 94401, UNITED STATES",Match,"201 BALDWIN AVE, SAN MATEO, CA, 94401",37.566649583114,-122.326283068493,6.0,81.0,606300.0,3003.0,60816063003003.0,,,,
10979741.0,36903.0,,19-25 W 39th Ave,San Mateo,CA,94403.0,San Mateo,San Francisco,San Mateo,"19 W 39TH AVE, SAN MATEO, CA 94403, UNITED STATES",Match,"19 W 39TH AVE, SAN MATEO, CA, 94403",37.532581904972,-122.293242218729,6.0,81.0,607200.0,2006.0,60816072002006.0,,,,
70291709.0,36906.0,,420 Maple St,Redwood City,CA,94063.0,San Mateo,San Francisco,Redwood City,"420 MAPLE ST, REDWOOD CITY, CA 94063, UNITED STATES",Match,"420 MAPLE ST, REDWOOD CITY, CA, 94063",37.483560553503,-122.225733145461,6.0,81.0,610203.0,1000.0,60816102031000.0,,,,
70055961.0,36909.0,,2882 Spring St,Redwood City,CA,94063.0,San Mateo,San Francisco,Redwood City,"2882 SPRING ST, REDWOOD CITY, CA 94063, UNITED STATES",Match,"2882 SPRING ST, REDWOOD CITY, CA, 94063",37.481543354851,-122.204617548082,6.0,81.0,610500.0,1016.0,60816105001016.0,,,,
125905221.0,36911.0,,7 S Linden Ave,South San Francisco,CA,94080.0,San Mateo,San Francisco,South San Francisco,"7 S LINDEN AVE, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES",Match,"7 S LINDEN AVE, SOUTH SAN FRANCISCO, CA, 94080",37.651816735385,-122.411213840633,6.0,81.0,602300.0,2047.0,60816023002047.0,,,,
10882761.0,42661.0,,20 California St,San Francisco,CA,94111.0,San Francisco,San Francisco,Financial District,"20 CALIFORNIA ST, SAN FRANCISCO, CA 94111, UNITED STATES",Match,"20 CALIFORNIA ST, SAN FRANCISCO, CA, 94111",37.793688216727,-122.396675846257,6.0,75.0,11700.0,2000.0,60750117002000.0,,,,
10360837.0,42808.0,,5700 3rd St,San Francisco,CA,94124.0,San Francisco,San Francisco,Bayview/Hunters Point,"5700 3RD ST, SAN FRANCISCO, CA 94124, UNITED STATES",Match,"5700 3RD ST, SAN FRANCISCO, CA, 94124",37.726249315793,-122.394030734139,6.0,75.0,23300.0,2002.0,60750233002002.0,,,,
70106078.0,42894.0,,4100-4106 3rd St,San Francisco,CA,94124.0,San Francisco,San Francisco,Bayview/Hunters Point,"4100 3RD ST, SAN FRANCISCO, CA 94124, UNITED STATES",Match,"4100 3RD ST, SAN FRANCISCO, CA, 94124",37.740313565382,-122.388912459071,6.0,75.0,980900.0,1062.0,60759809001062.0,,,,
30009635.0,43467.0,199 Fremont,199 Fremont St,San Francisco,CA,94105.0,San Francisco,San Francisco,South Financial District,"199 FREMONT ST, SAN FRANCISCO, CA 94105, UNITED STATES",Match,"199 FREMONT ST, SAN FRANCISCO, CA, 94105",37.789312076775,-122.395148230202,6.0,75.0,61501.0,1005.0,60750615011005.0,,,,
10574720.0,43473.0,,109 Stevenson St,San Francisco,CA,94105.0,San Francisco,San Francisco,South Financial District,"109 STEVENSON ST, SAN FRANCISCO, CA 94105, UNITED STATES",Match,"109 STEVENSON ST, SAN FRANCISCO, CA, 94105",37.78869781015,-122.400859044535,6.0,75.0,61501.0,3001.0,60750615013001.0,,,,
112061674.0,43487.0,,91 Westborough Blvd,South San Francisco,CA,94080.0,San Mateo,San Francisco,South San Francisco,"91 WESTBOROUGH BLVD, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES",Match,"91 WESTBOROUGH BLVD, SOUTH SAN FRANCISCO, CA, 94080",37.654222540798,-122.4359161442,6.0,81.0,602400.0,3000.0,60816024003000.0,,,,
119256511.0,44277.0,,1100 Industrial Rd,San Carlos,CA,94070.0,San Mateo,San Francisco,Belmont/San Carlos,"1100 INDUSTRIAL RD, SAN CARLOS, CA 94070, UNITED STATES",Match,"1100 INDUSTRIAL RD, SAN CARLOS, CA, 94070",37.503662153154,-122.248380730029,6.0,81.0,609100.0,2023.0,60816091002023.0,,,,
111447330.0,44548.0,,1128 Market St,San Francisco,CA,94102.0,San Francisco,San Francisco,MidMarket,"1128 MARKET ST, SAN FRANCISCO, CA 94102, UNITED STATES",Match,"1128 MARKET ST, SAN FRANCISCO, CA, 94102",37.779710220291,-122.413659809223,6.0,75.0,12405.0,1005.0,60750124051005.0,,,,
133254001.0,44565.0,450 Sansome Street,450 Sansome St,San Francisco,CA,94111.0,San Francisco,San Francisco,Financial District,"450 SANSOME ST, SAN FRANCISCO, CA 94111, UNITED STATES",Match,"450 SANSOME ST, SAN FRANCISCO, CA, 94111",37.794590130445,-122.401365118149,6.0,75.0,61101.0,2020.0,60750611012020.0,,,,
114185825.0,44637.0,,225 Bush St,San Francisco,CA,94104.0,San Francisco,San Francisco,Financial District,"225 BUSH ST, SAN FRANCISCO, CA 94104, UNITED STATES",Match,"225 BUSH ST, SAN FRANCISCO, CA, 94104",37.79102765337,-122.401460227429,6.0,75.0,11700.0,4001.0,60750117004001.0,,,,
70293877.0,44943.0,,871 Page St,San Francisco,CA,94117.0,San Francisco,San Francisco,Lower Haight,"871 PAGE ST, SAN FRANCISCO, CA 94117, UNITED STATES",Match,"871 PAGE ST, SAN FRANCISCO, CA, 94117",37.77242268986,-122.435052859066,6.0,75.0,16700.0,1002.0,60750167001002.0,,,,
140119791.0,45293.0,650 California,650 California St,San Francisco,CA,94108.0,San Francisco,San Francisco,Financial District,"650 CALIFORNIA ST, SAN FRANCISCO, CA 94108, UNITED STATES",Match,"650 CALIFORNIA ST, SAN FRANCISCO, CA, 94108",37.792620775518,-122.405058152086,6.0,75.0,11800.0,1005.0,60750118001005.0,,,,
70285784.0,45497.0,,20 Sycamore St,San Francisco,CA,94110.0,San Francisco,San Francisco,Mission/Potrero,"20 SYCAMORE ST, SAN FRANCISCO, CA 94110, UNITED STATES",Match,"20 SYCAMORE ST, SAN FRANCISCO, CA, 94110",37.762742741318,-122.419898456095,6.0,75.0,20802.0,1003.0,60750208021003.0,,,,
113411895.0,47720.0,,45 Williams Ave,San Francisco,CA,94124.0,San Francisco,San Francisco,Bayview/Hunters Point,"45 WILLIAMS AVE, SAN FRANCISCO, CA 94124, UNITED STATES",Match,"45 WILLIAMS AVE, SAN FRANCISCO, CA, 94124",37.729458612279,-122.394420159222,6.0,75.0,23300.0,2000.0,60750233002000.0,,,,
112424740.0,47765.0,,1699 El Camino Real,Millbrae,CA,94030.0,San Mateo,San Francisco,San Bruno/Millbrae,"1699 EL CAMINO REAL, MILLBRAE, CA 94030, UNITED STATES",Match,"1699 EL CAMINO REAL, MILLBRAE, CA, 94030",37.613224907498,-122.404498730034,6.0,81.0,604400.0,1008.0,60816044001008.0,,,,
171825741.0,47860.0,,1300 Illinois St,San Francisco,CA,94107.0,San Francisco,San Francisco,Mission Bay/China Basin,"1300 ILLINOIS ST, SAN FRANCISCO, CA 94107, UNITED STATES",Match,"1300 ILLINOIS ST, SAN FRANCISCO, CA, 94107",37.755383334493,-122.387133693509,6.0,75.0,22600.0,1009.0,60750226001009.0,,,,
126883611.0,47879.0,,1405 Huntington Ave,South San Francisco,CA,94080.0,San Mateo,San Francisco,South San Francisco,"1405 HUNTINGTON AVE, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES",No_Match,,,,,,,,,,,,
112245981.0,48100.0,100 CAL,100 California St,San Francisco,CA,94111.0,San Francisco,San Francisco,Financial District,"100 CALIFORNIA ST, SAN FRANCISCO, CA 94111, UNITED STATES",Match,"100 CALIFORNIA ST, SAN FRANCISCO, CA, 94111",37.793553886441,-122.397689050599,6.0,75.0,11700.0,2001.0,60750117002001.0,,,,
114145292.0,48101.0,100 First,100 First St,San Francisco,CA,94105.0,San Francisco,San Francisco,South Financial District,"100 FIRST ST, SAN FRANCISCO, CA 94105, UNITED STATES",Match,"100 1ST ST, SAN FRANCISCO, CA, 94105",37.789681026268,-122.397575414047,6.0,75.0,61501.0,1009.0,60750615011009.0,,,,
70005916.0,51344.0,,593-599 Valencia St,San Francisco,CA,94110.0,San Francisco,San Francisco,Mission/Potrero,"593 VALENCIA ST, SAN FRANCISCO, CA 94110, UNITED STATES",Match,"593 VALENCIA ST, SAN FRANCISCO, CA, 94110",37.763445994596,-122.421671882527,6.0,75.0,20102.0,3003.0,60750201023003.0,,,,
131179621.0,51350.0,,479-485 Jessie St,San Francisco,CA,94103.0,San Francisco,San Francisco,MidMarket,"479 JESSIE ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"479 JESSIE ST, SAN FRANCISCO, CA, 94103",37.781632254004,-122.408845840372,6.0,75.0,17602.0,2005.0,60750176022005.0,,,,
70080745.0,51351.0,,730 Clementina St,San Francisco,CA,94103.0,San Francisco,San Francisco,South of Market,"730 CLEMENTINA ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"730 CLEMENTINA ST, SAN FRANCISCO, CA, 94103",37.775077452572,-122.41116189399,6.0,75.0,17803.0,1001.0,60750178031001.0,,,,
70468059.0,51352.0,,700-710 Van Ness Ave,San Francisco,CA,94102.0,San Francisco,San Francisco,Van Ness/Chinatown,"700 VAN NESS AVE, SAN FRANCISCO, CA 94102, UNITED STATES",Match,"700 VAN NESS AVE, SAN FRANCISCO, CA, 94102",37.782042913177,-122.420483056634,6.0,75.0,12406.0,2003.0,60750124062003.0,,,,
114040089.0,51353.0,,3388 17th St,San Francisco,CA,94110.0,San Francisco,San Francisco,Mission,"3388 17TH ST, SAN FRANCISCO, CA 94110, UNITED STATES",Match,"3388 17TH ST, SAN FRANCISCO, CA, 94110",37.763373889316,-122.421471668127,6.0,75.0,20102.0,3003.0,60750201023003.0,,,,
70043021.0,51354.0,20 Tank Brewery,316 11th St,San Francisco,CA,94103.0,San Francisco,San Francisco,South of Market,"316 11TH ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"316 11TH ST, SAN FRANCISCO, CA, 94103",37.771592001558,-122.413791114503,6.0,75.0,17700.0,2011.0,60750177002011.0,,,,
70411107.0,51355.0,,1875 Mission St,San Francisco,CA,94103.0,San Francisco,San Francisco,Mission/Potrero,"1875 MISSION ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"1875 MISSION ST, SAN FRANCISCO, CA, 94103",37.76710078694,-122.419791978025,6.0,75.0,20101.0,2007.0,60750201012007.0,,,,
111235178.0,51356.0,,1446-1448 Church St,San Francisco,CA,94131.0,San Francisco,San Francisco,Southern City,"1446 CHURCH ST, SAN FRANCISCO, CA 94131, UNITED STATES",Match,"1446 CHURCH ST, SAN FRANCISCO, CA, 94131",37.747777491026,-122.42712573185,6.0,75.0,21400.0,2013.0,60750214002013.0,,,,
70284939.0,51358.0,,1256-1258 Folsom St,San Francisco,CA,94103.0,San Francisco,San Francisco,South of Market,"1256 FOLSOM ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"1256 FOLSOM ST, SAN FRANCISCO, CA, 94103",37.774339922337,-122.410990801599,6.0,75.0,17803.0,1002.0,60750178031002.0,,,,
10927523.0,51359.0,,1074 Folsom St,San Francisco,CA,94103.0,San Francisco,San Francisco,South of Market,"1074 FOLSOM ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"1074 FOLSOM ST, SAN FRANCISCO, CA, 94103",37.777261078668,-122.407293724727,6.0,75.0,17804.0,1002.0,60750178041002.0,,,,
70290709.0,51360.0,,1200-1202 Howard St,San Francisco,CA,94103.0,San Francisco,San Francisco,South of Market,"1200 HOWARD ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"1200 HOWARD ST, SAN FRANCISCO, CA, 94103",37.776217275213,-122.411708299422,6.0,75.0,17603.0,1003.0,60750176031003.0,,,,
160859331.0,51363.0,,677 Harrison St,San Francisco,CA,94107.0,San Francisco,San Francisco,Rincon/South Beach,"677 HARRISON ST, SAN FRANCISCO, CA 94107, UNITED STATES",Match,"677 HARRISON ST, SAN FRANCISCO, CA, 94107",37.782895783203,-122.396850631481,6.0,75.0,61502.0,2000.0,60750615022000.0,,,,
70033694.0,51364.0,,3145-3149 Mission St,San Francisco,CA,94110.0,San Francisco,San Francisco,Southern City,"3145 MISSION ST, SAN FRANCISCO, CA 94110, UNITED STATES",Match,"3145 MISSION ST, SAN FRANCISCO, CA, 94110",37.74690542489,-122.418956793136,6.0,75.0,25200.0,1003.0,60750252001003.0,,,,
110048797.0,51366.0,,1333-1335 Pacific Ave,San Francisco,CA,94109.0,San Francisco,San Francisco,Van Ness/Chinatown,"1333 PACIFIC AVE, SAN FRANCISCO, CA 94109, UNITED STATES",Match,"1333 PACIFIC AVE, SAN FRANCISCO, CA, 94109",37.79551744671,-122.417439463903,6.0,75.0,11002.0,2003.0,60750110022003.0,,,,
114055617.0,51367.0,,365-371 5th St,San Francisco,CA,94107.0,San Francisco,San Francisco,Yerba Buena,"365 5TH ST, SAN FRANCISCO, CA 94107, UNITED STATES",Match,"365 5TH ST, SAN FRANCISCO, CA, 94107",37.779438077953,-122.402249715219,6.0,75.0,17801.0,2002.0,60750178012002.0,,,,
70021303.0,51368.0,,1200-1208 Market St,San Francisco,CA,94102.0,San Francisco,San Francisco,MidMarket,"1200 MARKET ST, SAN FRANCISCO, CA 94102, UNITED STATES",Match,"1200 MARKET ST, SAN FRANCISCO, CA, 94102",37.778743912512,-122.414885267103,6.0,75.0,12405.0,1007.0,60750124051007.0,,,,
111942316.0,51369.0,,370 4th St,San Francisco,CA,94107.0,San Francisco,San Francisco,Yerba Buena,"370 4TH ST, SAN FRANCISCO, CA 94107, UNITED STATES",Match,"370 4TH ST, SAN FRANCISCO, CA, 94107",37.781062298974,-122.400054720537,6.0,75.0,17801.0,2002.0,60750178012002.0,,,,
70414489.0,51371.0,Carlin Apartment,286-298 Valencia St,San Francisco,CA,94103.0,San Francisco,San Francisco,Mission Dolores,"286 VALENCIA ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"286 VALENCIA ST, SAN FRANCISCO, CA, 94103",37.768326716081,-122.42228893319,6.0,75.0,20202.0,3002.0,60750202023002.0,,,,
111833179.0,51410.0,,250-260 El Camino Real,San Bruno,CA,94066.0,San Mateo,San Francisco,San Bruno/Millbrae,"250 EL CAMINO REAL, SAN BRUNO, CA 94066, UNITED STATES",Match,"250 S EL CAMINO REAL, SAN BRUNO, CA, 94066",37.618536098507,-122.409318191456,6.0,81.0,604103.0,1015.0,60816041031015.0,,,,
10560478.0,51411.0,,2600-2610 Broadway St,Redwood City,CA,94063.0,San Mateo,San Francisco,Redwood City,"2600 BROADWAY ST, REDWOOD CITY, CA 94063, UNITED STATES",Match,"2600 BROADWAY ST, REDWOOD CITY, CA, 94063",37.486344892737,-122.233180674146,6.0,81.0,610202.0,2043.0,60816102022043.0,,,,
65019454.0,52020.0,,301 Velocity Way,Foster City,CA,94404.0,San Mateo,San Francisco,Foster City/Redwood Shrs,"301 VELOCITY WAY, FOSTER CITY, CA 94404, UNITED STATES",Match,"301 VELOCITY WAY, FOSTER CITY, CA, 94404",37.569654293176,-122.28233121088,6.0,81.0,608025.0,3003.0,60816080253003.0,,,,
112766271.0,52085.0,,1529 Polk St,San Francisco,CA,94109.0,San Francisco,San Francisco,Van Ness/Chinatown,"1529 POLK ST, SAN FRANCISCO, CA 94109, UNITED STATES",Match,"1529 POLK ST, SAN FRANCISCO, CA, 94109",37.790873601018,-122.420818990353,6.0,75.0,11101.0,1002.0,60750111011002.0,,,,
10373953.0,52103.0,,690 Market St,San Francisco,CA,94104.0,San Francisco,San Francisco,Financial District,"690 MARKET ST, SAN FRANCISCO, CA 94104, UNITED STATES",No_Match,,,,,,,,,,,,
30010323.0,52863.0,Easter Seals Bldg,6221 Geary Blvd,San Francisco,CA,94121.0,San Francisco,San Francisco,West of Van Ness,"6221 GEARY BLVD, SAN FRANCISCO, CA 94121, UNITED STATES",Match,"6221 GEARY BLVD, SAN FRANCISCO, CA, 94121",37.779906202434,-122.486060916426,6.0,75.0,47701.0,1003.0,60750477011003.0,,,,
114270244.0,53105.0,,693-699 Sutter St,San Francisco,CA,94102.0,San Francisco,San Francisco,Union Square,"693 SUTTER ST, SAN FRANCISCO, CA 94102, UNITED STATES",Match,"693 SUTTER ST, SAN FRANCISCO, CA, 94102",37.788771083,-122.411719757051,6.0,75.0,12100.0,1002.0,60750121001002.0,,,,
110878756.0,53174.0,South Building,350 Rhode Island St,San Francisco,CA,94103.0,San Francisco,San Francisco,Showplace Square,"350 RHODE ISLAND ST, SAN FRANCISCO, CA 94103, UNITED STATES",Match,"350 RHODE ISLAND ST, SAN FRANCISCO, CA, 94103",37.765143607039,-122.402669020624,6.0,75.0,60702.0,1028.0,60750607021028.0,,,,
112051776.0,53211.0,,934 Charter St,Redwood City,CA,94063.0,San Mateo,San Francisco,Redwood City,"934 CHARTER ST, REDWOOD CITY, CA 94063, UNITED STATES",Match,"934 CHARTER ST, REDWOOD CITY, CA, 94063",37.485540712521,-122.21170966061,6.0,81.0,610201.0,1011.0,60816102011011.0,,,,
